trip_id,start_time,scooter_type,battery_low,user_rating,trip_distance_m,trip_duration_s,trip_aborted
1327,2025-05-10 19:25:42,Model A,FALSE,4,1569,411.88452047100265,FALSE
1328,2025-05-10 19:30:18,Model B,FALSE,4,842,146.15816509076865,TRUE
1329,2025-05-10 19:30:50,Model B,FALSE,4,1217,246.092521103895,FALSE
1330,2025-05-10 19:35:04,Model B,FALSE,4,404,106.70067675657351,FALSE
1331,2025-05-10 19:35:56,Model A,TRUE,2,1418,351.00209381528924,FALSE
1332,2025-05-10 19:40:46,Model A,TRUE,5,2417,778.3768294077041,FALSE
1333,2025-05-10 19:45:14,Model B,FALSE,4,1216,250.2740937692511,FALSE
1334,2025-05-10 19:45:16,Model B,FALSE,5,948,264.61438064830224,FALSE
1335,2025-05-10 19:55:09,Model A,FALSE,2,620,123.38411722700339,FALSE
1336,2025-05-10 19:55:36,Model A,TRUE,4,847,166.64596774406402,FALSE
1337,2025-05-10 19:55:40,Model A,FALSE,5,2529,743.457171306527,FALSE
1338,2025-05-10 19:55:49,Model B,TRUE,4,993,281.1895260224594,TRUE
1339,2025-05-10 20:00:06,Model B,FALSE,5,851,191.20781855454646,FALSE
1340,2025-05-10 20:00:26,Model A,FALSE,4,2546,640.7211852979149,FALSE
1341,2025-05-10 20:00:43,Model A,FALSE,3,446,144.79274676550207,FALSE
1342,2025-05-10 20:05:00,Model A,FALSE,4,1009,203.64099597000808,FALSE
1343,2025-05-10 20:05:07,Model B,TRUE,1,1250,221.12759570489618,FALSE
1344,2025-05-10 20:05:36,Model A,FALSE,4,2458,553.0445712489474,FALSE
1345,2025-05-10 20:10:40,Model B,TRUE,3,817,97.14074175382719,TRUE
1346,2025-05-10 20:15:26,Model B,FALSE,4,1425,607.3473851406599,FALSE
1347,2025-05-10 20:20:28,Model B,TRUE,5,1683,331.7878193120077,TRUE
1348,2025-05-10 20:20:45,Model B,FALSE,4,1310,267.99737458797836,FALSE
1349,2025-05-10 20:25:20,Model A,FALSE,3,1170,392.39381374819476,FALSE
1350,2025-05-10 20:30:14,Model B,TRUE,1,753,200.02747596422589,TRUE
1351,2025-05-10 20:30:41,Model B,FALSE,2,1673,330.5631448595951,FALSE
1352,2025-05-10 20:30:44,Model A,FALSE,5,718,295.80188620837424,FALSE
1353,2025-05-10 20:30:47,Model B,FALSE,3,NA,NA,FALSE
1354,2025-05-10 20:30:59,Model A,FALSE,4,1579,369.59942794657405,FALSE
1355,2025-05-10 20:35:26,Model A,FALSE,4,675,206.26075532987173,FALSE
1356,2025-05-10 20:40:46,Model A,FALSE,NA,NA,NA,FALSE
1357,2025-05-10 20:45:14,Model B,FALSE,NA,1052,292.8931940946776,FALSE
1358,2025-05-10 20:45:38,Model B,FALSE,4,1961,342.1913654080366,FALSE
1359,2025-05-10 20:45:44,Model B,FALSE,2,2772,741.8824284841718,FALSE
1360,2025-05-10 20:50:13,Model B,TRUE,4,572,90.922695634314593,FALSE
1361,2025-05-10 20:50:42,Model A,FALSE,4,4298,1615.8838644349096,FALSE
1362,2025-05-10 20:55:09,Model A,FALSE,5,1223,398.86663173416474,TRUE
1363,2025-05-10 20:55:10,Model B,FALSE,4,1243,288.5804934831994,FALSE
1364,2025-05-10 20:55:12,Model B,FALSE,2,2195,581.1750041428185,FALSE
1365,2025-05-10 20:55:41,Model A,TRUE,5,1603,528.8837910068215,TRUE
1366,2025-05-10 20:55:58,Model A,FALSE,3,1163,335.05272705076726,FALSE
1367,2025-05-10 21:00:14,Model A,FALSE,4,1021,253.42329264233936,FALSE
1368,2025-05-10 21:00:30,Model A,FALSE,1,1013,342.8506346290656,FALSE
1369,2025-05-10 21:05:17,Model A,TRUE,3,1146,253.25306321484126,FALSE
1370,2025-05-10 21:05:35,Model B,FALSE,3,789,216.6960931867674,FALSE
1371,2025-05-10 21:10:34,Model A,FALSE,1,2329,917.8239440972085,FALSE
1372,2025-05-10 21:15:16,Model B,FALSE,3,1613,418.6378030925766,FALSE
1373,2025-05-10 21:15:39,Model A,FALSE,3,1734,528.7273537764206,FALSE
1374,2025-05-10 21:15:41,Model B,FALSE,NA,1319,520.2590544692196,FALSE
1375,2025-05-10 21:20:20,Model A,FALSE,3,1345,317.8021005644111,FALSE
1376,2025-05-10 21:20:24,Model B,FALSE,3,1288,482.142953748213,FALSE
1377,2025-05-10 21:25:42,Model A,FALSE,5,2348,454.31771432708877,FALSE
1378,2025-05-10 21:40:45,Model A,FALSE,5,969,219.51203419077262,FALSE
1379,2025-05-10 21:40:54,Model A,FALSE,4,2835,836.4100413683789,FALSE
1380,2025-05-10 21:45:24,Model A,FALSE,3,1681,312.16651207890783,FALSE
1381,2025-05-10 21:50:05,Model B,FALSE,4,1879,541.4462545849296,FALSE
1382,2025-05-10 21:50:56,Model B,TRUE,3,578,149.94695478186597,FALSE
1383,2025-05-10 21:55:07,Model A,FALSE,5,1925,402.0556724117379,FALSE
1384,2025-05-10 21:55:26,Model A,FALSE,4,NA,NA,FALSE
1385,2025-05-10 21:55:59,Model B,FALSE,3,1082,209.61703439669807,FALSE
1386,2025-05-10 22:00:58,Model A,FALSE,5,1674,514.2650204157225,FALSE
1387,2025-05-10 22:15:39,Model B,FALSE,3,1178,202.55770363112563,FALSE
1388,2025-05-10 22:30:08,Model A,FALSE,2,2795,919.5980463197145,FALSE
1389,2025-05-10 22:30:48,Model A,FALSE,4,2119,547.8956958417274,FALSE
1390,2025-05-10 22:30:59,Model A,FALSE,4,543,179.96383327846047,FALSE
1391,2025-05-10 22:40:54,Model B,FALSE,4,1400,260.27298714664715,FALSE
1392,2025-05-10 22:45:32,Model B,FALSE,4,5638,1052.0742189054367,FALSE
1393,2025-05-10 22:55:23,Model A,FALSE,5,870,375.8158452387868,FALSE
1394,2025-05-10 23:15:51,Model B,FALSE,4,3755,979.227521002209,FALSE
1395,2025-05-10 23:20:14,Model B,FALSE,5,310,89.9717901996078,FALSE
1396,2025-05-10 23:20:27,Model A,FALSE,4,731,212.24372555319945,FALSE
1397,2025-05-10 23:20:27,Model A,FALSE,5,1931,360.89199457944756,FALSE
1398,2025-05-10 23:30:27,Model A,TRUE,4,632,255.0879488096564,FALSE
1399,2025-05-10 23:40:33,Model B,FALSE,2,591,144.6034058180503,FALSE
1400,2025-05-10 23:50:39,Model A,FALSE,5,715,205.0811336650506,FALSE
1401,2025-05-11 00:00:09,Model A,FALSE,3,957,212.66904952797006,FALSE
1402,2025-05-11 00:05:03,Model A,FALSE,2,794,156.13301321743333,FALSE
1403,2025-05-11 00:30:36,Model A,FALSE,4,1491,354.5929039357309,FALSE
1404,2025-05-11 00:35:02,Model B,FALSE,3,484,170.46952157805563,FALSE
1405,2025-05-11 00:45:02,Model A,TRUE,2,8128,1690.9082417477366,FALSE
1406,2025-05-11 00:50:01,Model B,FALSE,2,1492,449.88724461158546,FALSE
1407,2025-05-11 00:50:30,Model B,FALSE,5,1228,454.31171744336314,TRUE
1408,2025-05-11 00:50:57,Model A,FALSE,3,603,190.33218685418066,FALSE
1409,2025-05-11 00:50:59,Model B,FALSE,3,1800,436.70163911917354,FALSE
1410,2025-05-11 01:00:38,Model A,FALSE,3,4494,1646.5458516381884,FALSE
1411,2025-05-11 01:20:18,Model A,FALSE,1,951,157.05589276977057,TRUE
1412,2025-05-11 01:25:03,Model B,TRUE,5,1121,313.37780357782214,TRUE
1413,2025-05-11 01:25:48,Model A,FALSE,4,845,259.59979604437757,FALSE
1414,2025-05-11 01:50:17,Model A,TRUE,NA,587,167.64495557444752,FALSE
1415,2025-05-11 02:25:39,Model A,FALSE,5,1498,392.1021113643014,FALSE
1416,2025-05-11 02:30:09,Model A,TRUE,4,3109,736.5486600078458,FALSE
1417,2025-05-11 03:05:40,Model A,TRUE,5,1569,473.4480983224428,FALSE
1418,2025-05-11 03:10:54,Model A,FALSE,4,802,279.951065990208,FALSE
1419,2025-05-11 03:55:52,Model A,FALSE,1,979,212.83121034061494,FALSE
1420,2025-05-11 04:15:08,Model B,TRUE,4,1971,702.4112500115573,FALSE
1421,2025-05-11 04:20:32,Model B,FALSE,NA,611,146.4923617487241,TRUE
1422,2025-05-11 04:30:51,Model A,FALSE,2,5831,1706.514188805796,FALSE
1423,2025-05-11 04:35:00,Model A,FALSE,1,1513,398.93344961299255,FALSE
1424,2025-05-11 04:50:46,Model B,FALSE,3,1490,307.156824699861,FALSE
1425,2025-05-11 05:10:17,Model A,FALSE,5,1646,393.495564378118,FALSE
1426,2025-05-11 05:25:14,Model A,FALSE,3,1752,412.33173313842155,FALSE
1427,2025-05-11 05:35:24,Model A,FALSE,2,650,185.0526644183303,FALSE
1428,2025-05-11 05:50:50,Model B,FALSE,3,583,131.95696009234052,FALSE
1429,2025-05-11 05:55:08,Model A,FALSE,NA,412,92.42646947566274,FALSE
1430,2025-05-11 06:15:11,Model B,FALSE,5,1097,328.3664534661952,FALSE
1431,2025-05-11 06:25:55,Model A,FALSE,4,2111,792.2539755999984,FALSE
1432,2025-05-11 07:00:42,Model B,FALSE,1,2133,677.3942854355884,FALSE
1433,2025-05-11 07:05:35,Model B,TRUE,3,2442,933.5825786897735,FALSE
1434,2025-05-11 07:10:50,Model B,FALSE,3,1021,383.8698737077795,FALSE
1435,2025-05-11 07:25:43,Model A,FALSE,4,486,51.62199188616531,FALSE
1436,2025-05-11 07:30:41,Model A,TRUE,5,462,84.41344141582918,FALSE
1437,2025-05-11 07:30:44,Model A,FALSE,4,688,114.51240101355256,FALSE
1438,2025-05-11 07:55:21,Model B,FALSE,4,1737,324.9078229161053,FALSE
1439,2025-05-11 07:55:35,Model B,FALSE,4,967,290.68957459904175,FALSE
1440,2025-05-11 08:05:10,Model B,FALSE,2,2328,598.0543724091706,FALSE
1441,2025-05-11 08:05:20,Model B,FALSE,4,1458,380.62277409178387,FALSE
1442,2025-05-11 08:05:21,Model B,FALSE,NA,3798,794.1774888102467,FALSE
1443,2025-05-11 08:10:21,Model B,FALSE,5,618,133.6904757432065,FALSE
1444,2025-05-11 08:10:33,Model A,FALSE,3,509,161.4889177654157,FALSE
1445,2025-05-11 08:15:12,Model B,FALSE,NA,1738,314.983880402461,FALSE
1446,2025-05-11 08:20:52,Model B,FALSE,4,949,233.08693385915052,FALSE
1447,2025-05-11 08:30:23,Model B,TRUE,4,631,108.67952608603508,FALSE
1448,2025-05-11 08:30:46,Model A,FALSE,2,507,119.90565816495905,TRUE
1449,2025-05-11 08:45:47,Model A,FALSE,4,766,145.8780158851181,FALSE
1450,2025-05-11 08:50:01,Model A,TRUE,4,1162,256.0000018101001,FALSE
1451,2025-05-11 08:55:46,Model A,FALSE,5,1913,607.4365722043781,FALSE
1452,2025-05-11 09:00:46,Model A,FALSE,4,1598,565.1809957073962,FALSE
1453,2025-05-11 09:00:49,Model B,FALSE,4,1148,207.8116045582347,FALSE
1454,2025-05-11 09:05:43,Model A,FALSE,4,1246,471.33625728596485,FALSE
1455,2025-05-11 09:10:32,Model A,FALSE,4,970,187.72730562071044,FALSE
1456,2025-05-11 09:10:59,Model B,TRUE,5,1189,426.62223217939413,TRUE
1457,2025-05-11 09:15:11,Model B,FALSE,3,1954,375.597308658128,FALSE
1458,2025-05-11 09:20:12,Model B,FALSE,3,725,301.3278980191445,FALSE
1459,2025-05-11 09:20:21,Model B,FALSE,2,603,181.02183347409758,TRUE
1460,2025-05-11 09:20:51,Model B,FALSE,4,773,250.47522191337788,FALSE
1461,2025-05-11 09:20:51,Model A,FALSE,4,1039,274.6272880984716,FALSE
1462,2025-05-11 09:25:13,Model A,FALSE,4,1143,257.42541963072665,FALSE
1463,2025-05-11 09:25:22,Model B,FALSE,3,1589,298.6462111098748,FALSE
1464,2025-05-11 09:35:37,Model B,FALSE,2,651,184.39458791062987,FALSE
1465,2025-05-11 09:35:53,Model A,FALSE,5,1028,312.76188555223956,FALSE
1466,2025-05-11 09:40:01,Model A,FALSE,2,764,182.4741127310739,FALSE
1467,2025-05-11 09:45:22,Model B,FALSE,5,675,225.38436869312736,FALSE
1468,2025-05-11 09:50:14,Model B,FALSE,5,3500,684.1297594086087,FALSE
1469,2025-05-11 09:50:58,Model B,FALSE,4,NA,NA,FALSE
1470,2025-05-11 10:05:02,Model A,FALSE,5,1738,385.74995676963664,FALSE
1471,2025-05-11 10:05:05,Model B,FALSE,3,505,106.17234425395617,FALSE
1472,2025-05-11 10:05:18,Model A,FALSE,5,NA,NA,FALSE
1473,2025-05-11 10:05:37,Model B,FALSE,5,458,148.32574018999782,FALSE
1474,2025-05-11 10:10:48,Model A,FALSE,3,3643,643.2399075145112,FALSE
1475,2025-05-11 10:15:51,Model B,TRUE,2,995,174.33935712740518,FALSE
1476,2025-05-11 10:20:24,Model A,FALSE,2,1238,297.7570278314223,FALSE
1477,2025-05-11 10:30:16,Model B,TRUE,4,2411,765.9821579539546,FALSE
1478,2025-05-11 10:35:01,Model B,FALSE,2,2146,399.16177313928097,FALSE
1479,2025-05-11 10:35:03,Model B,FALSE,4,676,157.04982225780125,FALSE
1480,2025-05-11 10:35:20,Model B,FALSE,2,1904,380.949022489084,FALSE
1481,2025-05-11 10:35:35,Model A,FALSE,3,1915,637.8732002267473,FALSE
1482,2025-05-11 10:45:37,Model A,FALSE,4,846,118.51239935650028,FALSE
1483,2025-05-11 10:45:44,Model A,FALSE,4,898,373.7615128906137,FALSE
1484,2025-05-11 10:50:08,Model A,FALSE,3,2053,698.6246186915034,FALSE
1485,2025-05-11 10:50:22,Model A,FALSE,NA,302,61.688129334686664,FALSE
1486,2025-05-11 10:50:24,Model B,FALSE,4,1875,617.2829778667902,FALSE
1487,2025-05-11 10:50:41,Model B,TRUE,NA,1396,486.4181844129933,FALSE
1488,2025-05-11 10:55:01,Model B,FALSE,4,1348,365.47839965273505,FALSE
1489,2025-05-11 10:55:05,Model A,FALSE,3,2301,757.6952401090296,FALSE
1490,2025-05-11 10:55:54,Model B,TRUE,3,499,142.65018344879522,TRUE
1491,2025-05-11 10:55:56,Model A,FALSE,4,2327,529.411452148166,FALSE
1492,2025-05-11 11:00:12,Model B,TRUE,4,1663,395.81695337285953,FALSE
1493,2025-05-11 11:00:19,Model B,FALSE,2,NA,NA,FALSE
1494,2025-05-11 11:05:11,Model B,TRUE,4,1668,598.6515983672479,FALSE
1495,2025-05-11 11:15:06,Model B,FALSE,3,672,202.55455872916457,FALSE
1496,2025-05-11 11:20:42,Model A,FALSE,3,440,97.69044726989907,FALSE
1497,2025-05-11 11:20:52,Model A,FALSE,4,803,295.1346769450059,FALSE
1498,2025-05-11 11:25:13,Model B,FALSE,2,1191,381.1462226698268,FALSE
1499,2025-05-11 11:25:17,Model A,FALSE,4,652,95.29451019755469,TRUE
1500,2025-05-11 11:30:44,Model A,FALSE,5,609,172.68877076087045,FALSE
1501,2025-05-11 11:30:52,Model B,FALSE,2,2003,488.55525881045236,FALSE
1502,2025-05-11 11:35:42,Model B,FALSE,1,NA,NA,TRUE
1503,2025-05-11 11:40:07,Model B,TRUE,4,5418,1479.427068676841,FALSE
1504,2025-05-11 11:40:26,Model A,FALSE,4,886,267.56633401893083,FALSE
1505,2025-05-11 11:40:39,Model B,FALSE,4,1676,322.0744382954454,FALSE
1506,2025-05-11 11:40:46,Model A,FALSE,5,5058,966.3166259307128,TRUE
1507,2025-05-11 11:40:59,Model A,FALSE,3,220,57.22000121017669,FALSE
1508,2025-05-11 11:45:02,Model B,FALSE,1,984,177.53569021267668,FALSE
1509,2025-05-11 11:45:13,Model B,FALSE,5,1731,528.2630760759564,FALSE
1510,2025-05-11 11:45:17,Model A,FALSE,1,1167,349.23153941723746,FALSE
1511,2025-05-11 11:45:55,Model B,FALSE,2,1473,361.5776047218277,FALSE
1512,2025-05-11 11:55:14,Model A,TRUE,1,580,148.20439703916892,FALSE
1513,2025-05-11 11:55:15,Model B,FALSE,NA,1020,206.9037911559594,FALSE
1514,2025-05-11 11:55:22,Model B,TRUE,3,504,74.64875805019608,FALSE
1515,2025-05-11 11:55:47,Model B,FALSE,5,1095,244.36850604477564,FALSE
1516,2025-05-11 12:00:09,Model B,TRUE,5,1064,346.5614074888216,FALSE
1517,2025-05-11 12:00:11,Model A,FALSE,4,1340,340.47033969384967,FALSE
1518,2025-05-11 12:00:18,Model B,FALSE,5,2038,391.4748973540073,FALSE
1519,2025-05-11 12:00:39,Model B,FALSE,5,761,200.52247148880946,FALSE
1520,2025-05-11 12:05:13,Model A,TRUE,NA,2804,655.5562402960121,FALSE
1521,2025-05-11 12:05:16,Model B,TRUE,1,3217,965.191951685641,TRUE
1522,2025-05-11 12:05:47,Model A,FALSE,2,698,276.62418898919975,FALSE
1523,2025-05-11 12:05:48,Model A,FALSE,4,742,191.37001125048548,FALSE
1524,2025-05-11 12:15:11,Model B,FALSE,4,995,361.9450368970635,FALSE
1525,2025-05-11 12:15:22,Model B,FALSE,4,976,275.9327418603359,FALSE
1526,2025-05-11 12:20:56,Model B,FALSE,5,2565,497.42469052735925,TRUE
1527,2025-05-11 12:25:04,Model A,TRUE,3,2951,944.0582349769894,TRUE
1528,2025-05-11 12:25:26,Model B,FALSE,4,1933,691.3983699726509,FALSE
1529,2025-05-11 12:25:31,Model B,FALSE,NA,598,220.06620757293297,TRUE
1530,2025-05-11 12:30:03,Model B,FALSE,2,1127,346.7025335286488,FALSE
1531,2025-05-11 12:30:26,Model A,TRUE,5,909,215.18606418350205,FALSE
1532,2025-05-11 12:30:27,Model A,FALSE,2,4629,1197.8034782588438,FALSE
1533,2025-05-11 12:35:32,Model A,FALSE,2,1283,333.10579430188415,FALSE
1534,2025-05-11 12:35:48,Model A,FALSE,4,2339,786.4964185103996,FALSE
1535,2025-05-11 12:45:25,Model A,FALSE,4,1858,533.0576946911128,FALSE
1536,2025-05-11 12:45:53,Model B,FALSE,3,10800,2306.8542017380123,FALSE
1537,2025-05-11 12:45:57,Model B,FALSE,1,4988,1212.0688531808062,FALSE
1538,2025-05-11 12:45:59,Model B,FALSE,2,1278,231.97139657910347,FALSE
1539,2025-05-11 12:50:20,Model B,FALSE,4,1540,516.5158581249435,TRUE
1540,2025-05-11 12:50:38,Model B,FALSE,5,676,224.5113560755261,FALSE
1541,2025-05-11 12:50:55,Model A,FALSE,3,872,145.3318756147973,FALSE
1542,2025-05-11 12:55:48,Model A,TRUE,4,1111,203.7041137363459,FALSE
1543,2025-05-11 12:55:56,Model A,TRUE,4,1952,404.9931956631278,FALSE
1544,2025-05-11 13:00:10,Model A,TRUE,4,1747,358.0369249626354,TRUE
1545,2025-05-11 13:00:19,Model A,FALSE,3,1432,312.47603103409,FALSE
1546,2025-05-11 13:05:04,Model B,FALSE,5,630,156.33253709215643,FALSE
1547,2025-05-11 13:05:07,Model A,FALSE,4,3556,720.4990558201079,FALSE
1548,2025-05-11 13:10:48,Model A,FALSE,5,669,161.58543653540445,TRUE
1549,2025-05-11 13:10:58,Model A,FALSE,2,963,161.78101745686544,TRUE
1550,2025-05-11 13:15:21,Model A,FALSE,5,574,144.35405914427716,FALSE
1551,2025-05-11 13:15:30,Model A,FALSE,3,646,195.07958378359973,FALSE
1552,2025-05-11 13:15:38,Model B,FALSE,NA,1026,376.7090067340337,FALSE
1553,2025-05-11 13:20:30,Model B,TRUE,4,342,61.9239922088714,FALSE
1554,2025-05-11 13:20:48,Model A,FALSE,NA,1022,300.24356085073475,FALSE
1555,2025-05-11 13:25:36,Model A,FALSE,NA,894,203.27575030171275,FALSE
1556,2025-05-11 13:30:08,Model B,TRUE,NA,1145,229.04956319124048,FALSE
1557,2025-05-11 13:30:12,Model A,TRUE,5,372,115.16393142560784,FALSE
1558,2025-05-11 13:35:17,Model A,FALSE,4,1513,392.00882642503046,FALSE
1559,2025-05-11 13:35:35,Model B,FALSE,5,2564,489.4941620197843,TRUE
1560,2025-05-11 13:35:46,Model A,FALSE,5,469,207.77661941439612,FALSE
1561,2025-05-11 13:40:01,Model A,FALSE,4,538,141.8627010369654,FALSE
1562,2025-05-11 13:40:18,Model A,FALSE,3,2899,691.2342534383581,FALSE
1563,2025-05-11 13:40:20,Model B,TRUE,2,1328,249.22022568196488,FALSE
1564,2025-05-11 13:40:20,Model A,FALSE,5,954,202.37454708072949,TRUE
1565,2025-05-11 13:40:56,Model B,FALSE,2,2305,692.8192209762151,TRUE
1566,2025-05-11 13:45:26,Model A,FALSE,3,562,152.55127582205228,FALSE
1567,2025-05-11 13:45:49,Model B,FALSE,5,2284,864.3074123182346,FALSE
1568,2025-05-11 13:45:57,Model B,FALSE,2,536,48.41886720626435,FALSE
1569,2025-05-11 13:50:06,Model A,FALSE,4,9352,3135.4085477202557,FALSE
1570,2025-05-11 13:50:06,Model B,FALSE,1,944,232.40605975418225,FALSE
1571,2025-05-11 13:55:54,Model A,FALSE,1,1502,577.808303221561,FALSE
1572,2025-05-11 14:05:02,Model A,FALSE,5,NA,NA,FALSE
1573,2025-05-11 14:05:50,Model A,TRUE,NA,NA,NA,FALSE
1574,2025-05-11 14:05:56,Model A,FALSE,1,1268,330.2241666942612,TRUE
1575,2025-05-11 14:10:19,Model A,FALSE,3,340,114.19184887029502,FALSE
1576,2025-05-11 14:10:53,Model A,FALSE,5,1057,207.11333579181775,FALSE
1577,2025-05-11 14:15:12,Model B,FALSE,3,1740,541.6515952006616,FALSE
1578,2025-05-11 14:15:35,Model B,FALSE,2,1669,510.31752756402943,FALSE
1579,2025-05-11 14:20:01,Model A,FALSE,5,831,263.71951403128077,FALSE
1580,2025-05-11 14:20:08,Model B,FALSE,3,644,164.83713700302198,TRUE
1581,2025-05-11 14:20:22,Model B,FALSE,NA,1176,392.6435816672778,FALSE
1582,2025-05-11 14:20:54,Model A,FALSE,5,3600,642.1080377628525,FALSE
1583,2025-05-11 14:25:29,Model A,FALSE,4,1509,465.34859146133454,TRUE
1584,2025-05-11 14:25:40,Model B,FALSE,3,2449,414.1898672941535,FALSE
1585,2025-05-11 14:25:53,Model B,FALSE,2,2515,605.8982586057034,FALSE
1586,2025-05-11 14:25:54,Model A,FALSE,5,2067,817.474193036573,FALSE
1587,2025-05-11 14:30:42,Model B,FALSE,4,1097,320.10177471535513,FALSE
1588,2025-05-11 14:30:59,Model A,FALSE,5,866,288.7852479641554,FALSE
1589,2025-05-11 14:35:46,Model B,FALSE,4,757,152.92214714194523,FALSE
1590,2025-05-11 14:35:53,Model A,TRUE,2,1646,416.6937353529305,FALSE
1591,2025-05-11 14:40:23,Model A,FALSE,4,2304,515.6641517385331,FALSE
1592,2025-05-11 14:40:46,Model A,FALSE,5,1026,273.9758345308924,FALSE
1593,2025-05-11 14:40:56,Model B,FALSE,5,421,95.14561678531457,FALSE
1594,2025-05-11 14:45:36,Model A,FALSE,4,1468,235.61164945810378,FALSE
1595,2025-05-11 14:45:55,Model A,FALSE,4,1436,267.21291147103074,FALSE
1596,2025-05-11 14:50:35,Model A,FALSE,5,442,128.0718254262715,FALSE
1597,2025-05-11 14:50:36,Model A,FALSE,4,3585,747.3708251706626,FALSE
1598,2025-05-11 14:50:43,Model B,FALSE,4,678,192.4481783959907,FALSE
1599,2025-05-11 14:50:50,Model A,TRUE,4,445,99.79167677562518,FALSE
1600,2025-05-11 14:55:22,Model B,TRUE,NA,468,117.80563896865904,FALSE
1601,2025-05-11 14:55:31,Model A,TRUE,4,723,136.7753081014544,FALSE
1602,2025-05-11 14:55:50,Model B,FALSE,4,682,144.7724151034146,FALSE
1603,2025-05-11 15:00:19,Model B,TRUE,3,1819,554.7187757283268,FALSE
1604,2025-05-11 15:00:30,Model B,FALSE,NA,1562,592.8949352250171,FALSE
1605,2025-05-11 15:05:02,Model B,TRUE,NA,809,222.00942069127012,FALSE
1606,2025-05-11 15:05:04,Model A,FALSE,5,750,162.12570544149042,FALSE
1607,2025-05-11 15:15:14,Model B,FALSE,1,448,112.41407161078862,FALSE
1608,2025-05-11 15:15:15,Model A,FALSE,3,1327,335.4751868656437,FALSE
1609,2025-05-11 15:15:41,Model A,FALSE,3,671,242.30170274103435,FALSE
1610,2025-05-11 15:20:31,Model A,FALSE,4,1837,315.7135157192457,TRUE
1611,2025-05-11 15:20:31,Model B,FALSE,2,819,161.37999230685463,FALSE
1612,2025-05-11 15:20:58,Model B,TRUE,4,1892,716.8295477612455,FALSE
1613,2025-05-11 15:25:11,Model B,FALSE,5,619,126.66685777823957,FALSE
1614,2025-05-11 15:25:50,Model A,FALSE,3,679,166.1171095990656,FALSE
1615,2025-05-11 15:30:21,Model A,FALSE,3,1046,235.8917123817407,FALSE
1616,2025-05-11 15:30:33,Model B,TRUE,4,1678,597.3733920501197,FALSE
1617,2025-05-11 15:35:51,Model B,FALSE,5,1593,329.2483981086735,FALSE
1618,2025-05-11 15:40:11,Model A,TRUE,3,892,287.5499425710534,TRUE
1619,2025-05-11 15:40:56,Model B,FALSE,5,702,117.16600895787762,FALSE
1620,2025-05-11 15:45:02,Model A,FALSE,3,1749,407.5760111985268,FALSE
1621,2025-05-11 15:45:18,Model B,FALSE,2,1138,301.5418025140612,FALSE
1622,2025-05-11 15:50:16,Model A,FALSE,4,1671,377.14270977985365,FALSE
1623,2025-05-11 15:55:27,Model B,FALSE,3,3551,822.140951832401,TRUE
1624,2025-05-11 15:55:41,Model A,FALSE,1,5784,1562.2815165565885,FALSE
1625,2025-05-11 15:55:50,Model A,TRUE,3,2571,561.5828756456624,FALSE
1626,2025-05-11 16:00:03,Model A,TRUE,5,633,108.71090955327313,TRUE
1627,2025-05-11 16:00:08,Model A,FALSE,3,1163,332.27446085751774,FALSE
1628,2025-05-11 16:00:31,Model B,FALSE,4,1046,300.55824958565097,FALSE
1629,2025-05-11 16:00:42,Model A,TRUE,2,519,171.78066375084427,FALSE
1630,2025-05-11 16:05:09,Model A,FALSE,NA,4551,1566.3570184180066,FALSE
1631,2025-05-11 16:05:53,Model A,TRUE,5,624,148.83511027851054,TRUE
1632,2025-05-11 16:05:59,Model B,FALSE,5,1575,329.3953156925415,FALSE
1633,2025-05-11 16:10:09,Model A,FALSE,2,776,293.87040787917124,FALSE
1634,2025-05-11 16:10:22,Model A,FALSE,4,887,338.0439738694924,FALSE
1635,2025-05-11 16:10:37,Model A,FALSE,4,975,241.54816449666714,FALSE
1636,2025-05-11 16:10:40,Model B,FALSE,4,537,115.24432584892988,FALSE
1637,2025-05-11 16:15:00,Model B,TRUE,3,2134,443.27515744754226,FALSE
1638,2025-05-11 16:15:26,Model A,FALSE,5,909,280.1504121679918,FALSE
1639,2025-05-11 16:20:01,Model B,FALSE,4,1962,357.7293796491353,FALSE
1640,2025-05-11 16:20:03,Model A,FALSE,5,1085,353.35776688877354,FALSE
1641,2025-05-11 16:20:18,Model A,TRUE,4,1091,329.80995849960016,FALSE
1642,2025-05-11 16:20:21,Model A,FALSE,4,641,115.17400604328655,FALSE
1643,2025-05-11 16:20:29,Model A,TRUE,2,1626,386.9722871830846,FALSE
1644,2025-05-11 16:25:07,Model A,FALSE,4,1238,229.20618017603343,FALSE
1645,2025-05-11 16:25:52,Model B,FALSE,4,930,184.874376927065,FALSE
1646,2025-05-11 16:30:55,Model A,FALSE,4,1850,460.90724043458675,FALSE
1647,2025-05-11 16:35:15,Model B,FALSE,3,1477,293.54103734344295,TRUE
1648,2025-05-11 16:40:14,Model B,FALSE,5,1242,262.2714740494954,FALSE
1649,2025-05-11 16:45:09,Model A,FALSE,5,1212,486.19975780204226,FALSE
1650,2025-05-11 16:50:00,Model A,FALSE,2,2240,464.55366226060437,FALSE
1651,2025-05-11 16:50:03,Model A,FALSE,4,1131,190.52454976305557,TRUE
1652,2025-05-11 16:50:21,Model A,TRUE,NA,12000,4128.729595887983,FALSE
1653,2025-05-11 16:55:01,Model B,FALSE,NA,1548,336.19782010639204,FALSE
1654,2025-05-11 16:55:09,Model A,FALSE,2,1064,263.78615788076064,FALSE
